"","cve_entidad","desc_entidad","cve_municipio","desc_municipio","id_indicador","indicador","X2015","X2020"
"25","03","Baja California Sur","009","Loreto",6207019011,"Porcentaje de la población de 12 años y más soltera",28.866876,30.3330333033303
"26","04","Campeche","0","Estatal",6207019011,"Porcentaje de la población de 12 años y más soltera",32.295782,31.4773357431863
"27","04","Campeche","001","Calkiní",6207019011,"Porcentaje de la población de 12 años y más soltera",33.248368,32.468449197861
"28","04","Campeche","002","Campeche",6207019011,"Porcentaje de la población de 12 años y más soltera",33.346844,32.9343489299964
"29","04","Campeche","003","Carmen",6207019011,"Porcentaje de la población de 12 años y más soltera",32.155602,31.2158351741197
"30","04","Campeche","004","Champotón",6207019011,"Porcentaje de la población de 12 años y más soltera",29.292988,29.1790224236164
"31","04","Campeche","005","Hecelchakán",6207019011,"Porcentaje de la población de 12 años y más soltera",30.973489,31.4690885914595
"32","04","Campeche","006","Hopelchén",6207019011,"Porcentaje de la población de 12 años y más soltera",34.365441,32.8538459106573
"33","04","Campeche","007","Palizada",6207019011,"Porcentaje de la población de 12 años y más soltera",29.7313,28.5545198993934
"34","04","Campeche","008","Tenabo",6207019011,"Porcentaje de la población de 12 años y más soltera",29.843373,30.8991886184284
"35","04","Campeche","009","Escárcega",6207019011,"Porcentaje de la población de 12 años y más soltera",31.88903,30.0147834337283
"36","04","Campeche","010","Calakmul",6207019011,"Porcentaje de la población de 12 años y más soltera",33.370465,30.135645986213
"37","04","Campeche","011","Candelaria",6207019011,"Porcentaje de la población de 12 años y más soltera",30.971622,28.8250577367206
"38","04","Campeche","012","Seybaplaya",6207019011,"Porcentaje de la población de 12 años y más soltera",NA,28.5051672227195
"39","05","Coahuila de Zaragoza","0","Estatal",6207019011,"Porcentaje de la población de 12 años y más soltera",31.843612,32.1538667251613
"40","05","Coahuila de Zaragoza","001","Abasolo",6207019011,"Porcentaje de la población de 12 años y más soltera",25.534442,24.8826291079812
"41","05","Coahuila de Zaragoza","002","Acuña",6207019011,"Porcentaje de la población de 12 años y más soltera",31.318604,30.9251905972046
"42","05","Coahuila de Zaragoza","003","Allende",6207019011,"Porcentaje de la población de 12 años y más soltera",30.243265,30.1757322175732
"43","05","Coahuila de Zaragoza","004","Arteaga",6207019011,"Porcentaje de la población de 12 años y más soltera",29.338521,28.406809253601
"44","05","Coahuila de Zaragoza","005","Candela",6207019011,"Porcentaje de la población de 12 años y más soltera",29.962547,31.09375
"45","05","Coahuila de Zaragoza","006","Castaños",6207019011,"Porcentaje de la población de 12 años y más soltera",28.77939,27.6843409754802
"46","05","Coahuila de Zaragoza","007","Cuatro Ciénegas",6207019011,"Porcentaje de la población de 12 años y más soltera",30.368305,27.9084094876271
"47","05","Coahuila de Zaragoza","008","Escobedo",6207019011,"Porcentaje de la población de 12 años y más soltera",27.218684,26.338329764454
"48","05","Coahuila de Zaragoza","009","Francisco I. Madero",6207019011,"Porcentaje de la población de 12 años y más soltera",32.658423,31.6116111710205
"49","05","Coahuila de Zaragoza","010","Frontera",6207019011,"Porcentaje de la población de 12 años y más soltera",30.328429,29.7033386031805
"50","05","Coahuila de Zaragoza","011","General Cepeda",6207019011,"Porcentaje de la población de 12 años y más soltera",29.759414,29.6130790190736
"51","05","Coahuila de Zaragoza","012","Guerrero",6207019011,"Porcentaje de la población de 12 años y más soltera",29.87304,30.3490136570561
"52","05","Coahuila de Zaragoza","013","Hidalgo",6207019011,"Porcentaje de la población de 12 años y más soltera",28.325792,34.5971563981043
"53","05","Coahuila de Zaragoza","014","Jiménez",6207019011,"Porcentaje de la población de 12 años y más soltera",30.208333,28.0119257351945
"54","05","Coahuila de Zaragoza","015","Juárez",6207019011,"Porcentaje de la población de 12 años y más soltera",29.20354,27.162489894907
"55","05","Coahuila de Zaragoza","016","Lamadrid",6207019011,"Porcentaje de la población de 12 años y más soltera",28.531469,28.2533054975644
"56","05","Coahuila de Zaragoza","017","Matamoros",6207019011,"Porcentaje de la población de 12 años y más soltera",30.413611,30.5785836720173
"57","05","Coahuila de Zaragoza","018","Monclova",6207019011,"Porcentaje de la población de 12 años y más soltera",30.066234,30.0788792898219
"58","05","Coahuila de Zaragoza","019","Morelos",6207019011,"Porcentaje de la población de 12 años y más soltera",28.558394,28.9757195690626
"59","05","Coahuila de Zaragoza","020","Múzquiz",6207019011,"Porcentaje de la población de 12 años y más soltera",29.106548,29.0937187528407
"60","05","Coahuila de Zaragoza","021","Nadadores",6207019011,"Porcentaje de la población de 12 años y más soltera",28.965386,28.1061746987952
"61","05","Coahuila de Zaragoza","022","Nava",6207019011,"Porcentaje de la población de 12 años y más soltera",30.221172,29.5653883972468
"62","05","Coahuila de Zaragoza","023","Ocampo",6207019011,"Porcentaje de la población de 12 años y más soltera",28.803915,30.121130551817
"63","05","Coahuila de Zaragoza","024","Parras",6207019011,"Porcentaje de la población de 12 años y más soltera",32.083582,31.1104111785592
"64","05","Coahuila de Zaragoza","025","Piedras Negras",6207019011,"Porcentaje de la población de 12 años y más soltera",30.950037,32.0571114135944
"65","05","Coahuila de Zaragoza","026","Progreso",6207019011,"Porcentaje de la población de 12 años y más soltera",30.011543,28.8659793814433
"66","05","Coahuila de Zaragoza","027","Ramos Arizpe",6207019011,"Porcentaje de la población de 12 años y más soltera",30.313287,30.7634349265642
"67","05","Coahuila de Zaragoza","028","Sabinas",6207019011,"Porcentaje de la población de 12 años y más soltera",29.721944,29.8224736636754
"68","05","Coahuila de Zaragoza","029","Sacramento",6207019011,"Porcentaje de la población de 12 años y más soltera",28.486486,27.0854788877446
"69","05","Coahuila de Zaragoza","030","Saltillo",6207019011,"Porcentaje de la población de 12 años y más soltera",33.108074,33.7195964271508
"70","05","Coahuila de Zaragoza","031","San Buenaventura",6207019011,"Porcentaje de la población de 12 años y más soltera",28.242167,27.9908326967151
"71","05","Coahuila de Zaragoza","032","San Juan de Sabinas",6207019011,"Porcentaje de la población de 12 años y más soltera",29.067044,30.2696186527888
"72","05","Coahuila de Zaragoza","033","San Pedro",6207019011,"Porcentaje de la población de 12 años y más soltera",31.739051,31.3726493539721
"73","05","Coahuila de Zaragoza","034","Sierra Mojada",6207019011,"Porcentaje de la población de 12 años y más soltera",26.926736,25.675409189509
"74","05","Coahuila de Zaragoza","035","Torreón",6207019011,"Porcentaje de la población de 12 años y más soltera",33.40902,33.9974385503373
"75","05","Coahuila de Zaragoza","036","Viesca",6207019011,"Porcentaje de la población de 12 años y más soltera",30.075971,30.3289598783039
"76","05","Coahuila de Zaragoza","037","Villa Unión",6207019011,"Porcentaje de la población de 12 años y más soltera",29.656015,29.7160883280757
"77","05","Coahuila de Zaragoza","038","Zaragoza",6207019011,"Porcentaje de la población de 12 años y más soltera",28.562963,29.052528227786
"78","06","Colima","0","Estatal",6207019011,"Porcentaje de la población de 12 años y más soltera",34.086984,34.0307693346477
"79","06","Colima","001","Armería",6207019011,"Porcentaje de la población de 12 años y más soltera",32.068996,31.0072566290904
"80","06","Colima","002","Colima",6207019011,"Porcentaje de la población de 12 años y más soltera",35.647,35.7322816556266
"81","06","Colima","003","Comala",6207019011,"Porcentaje de la población de 12 años y más soltera",35.180299,36.2355736591989
"82","06","Colima","004","Coquimatlán",6207019011,"Porcentaje de la población de 12 años y más soltera",35.417968,34.0844233055886
"83","06","Colima","005","Cuauhtémoc",6207019011,"Porcentaje de la población de 12 años y más soltera",34.500536,33.9596896807142
"84","06","Colima","006","Ixtlahuacán",6207019011,"Porcentaje de la población de 12 años y más soltera",32.521066,30.7190962415816
"85","06","Colima","007","Manzanillo",6207019011,"Porcentaje de la población de 12 años y más soltera",32.769977,32.7192029103404
"86","06","Colima","008","Minatitlán",6207019011,"Porcentaje de la población de 12 años y más soltera",32.433597,31.7057623661397
"87","06","Colima","009","Tecomán",6207019011,"Porcentaje de la población de 12 años y más soltera",32.332608,31.925736768848
"88","06","Colima","010","Villa de Álvarez",6207019011,"Porcentaje de la población de 12 años y más soltera",35.700122,35.9348451182852
"89","07","Chiapas","0","Estatal",6207019011,"Porcentaje de la población de 12 años y más soltera",33.975176,33.16575846322
"90","07","Chiapas","001","Acacoyagua",6207019011,"Porcentaje de la población de 12 años y más soltera",33.364363,31.3868613138686
"91","07","Chiapas","002","Acala",6207019011,"Porcentaje de la población de 12 años y más soltera",29.598344,30.1817502800946
"92","07","Chiapas","003","Acapetahua",6207019011,"Porcentaje de la población de 12 años y más soltera",29.825467,28.3156758877771
"93","07","Chiapas","004","Altamirano",6207019011,"Porcentaje de la población de 12 años y más soltera",34.314583,32.5273939971415
"94","07","Chiapas","005","Amatán",6207019011,"Porcentaje de la población de 12 años y más soltera",32.113074,29.858504187121
"95","07","Chiapas","006","Amatenango de la Frontera",6207019011,"Porcentaje de la población de 12 años y más soltera",31.687132,31.3720418983577
"96","07","Chiapas","007","Amatenango del Valle",6207019011,"Porcentaje de la población de 12 años y más soltera",34.034049,34.6077947705969
"97","07","Chiapas","008","Angel Albino Corzo",6207019011,"Porcentaje de la población de 12 años y más soltera",34.955104,32.1029418061919
"98","07","Chiapas","009","Arriaga",6207019011,"Porcentaje de la población de 12 años y más soltera",29.44963,29.9890517608418
"99","07","Chiapas","010","Bejucal de Ocampo",6207019011,"Porcentaje de la población de 12 años y más soltera",37.212398,34.5611727118963
"100","07","Chiapas","011","Bella Vista",6207019011,"Porcentaje de la población de 12 años y más soltera",33.926593,32.9166103527504
"101","07","Chiapas","012","Berriozábal",6207019011,"Porcentaje de la población de 12 años y más soltera",30.591445,29.9958445875753
"102","07","Chiapas","013","Bochil",6207019011,"Porcentaje de la población de 12 años y más soltera",33.713204,33.8335834583959
"103","07","Chiapas","014","El Bosque",6207019011,"Porcentaje de la población de 12 años y más soltera",36.542553,33.952142727985
"104","07","Chiapas","015","Cacahoatán",6207019011,"Porcentaje de la población de 12 años y más soltera",34.620791,35.244313506914
"105","07","Chiapas","016","Catazajá",6207019011,"Porcentaje de la población de 12 años y más soltera",27.509516,27.8227829951968
"106","07","Chiapas","017","Cintalapa",6207019011,"Porcentaje de la población de 12 años y más soltera",32.773951,31.2942192829587
"107","07","Chiapas","018","Coapilla",6207019011,"Porcentaje de la población de 12 años y más soltera",31.810542,29.788426509738
"108","07","Chiapas","019","Comitán de Domínguez",6207019011,"Porcentaje de la población de 12 años y más soltera",31.606941,31.2285086663924
"109","07","Chiapas","020","La Concordia",6207019011,"Porcentaje de la población de 12 años y más soltera",33.068691,30.91226187282
"110","07","Chiapas","021","Copainalá",6207019011,"Porcentaje de la población de 12 años y más soltera",34.930079,33.0660013069566
"111","07","Chiapas","022","Chalchihuitán",6207019011,"Porcentaje de la población de 12 años y más soltera",36.114275,33.5217678584539
"112","07","Chiapas","023","Chamula",6207019011,"Porcentaje de la población de 12 años y más soltera",36.462647,36.4167863317997
"113","07","Chiapas","024","Chanal",6207019011,"Porcentaje de la población de 12 años y más soltera",38.144189,36.1541275454213
"114","07","Chiapas","025","Chapultenango",6207019011,"Porcentaje de la población de 12 años y más soltera",39.425267,37.2017353579176
"115","07","Chiapas","026","Chenalhó",6207019011,"Porcentaje de la población de 12 años y más soltera",38.302058,37.3699449552961
"116","07","Chiapas","027","Chiapa de Corzo",6207019011,"Porcentaje de la población de 12 años y más soltera",29.888992,31.4977257959714
"117","07","Chiapas","028","Chiapilla",6207019011,"Porcentaje de la población de 12 años y más soltera",27.487618,27.9016935150764
"118","07","Chiapas","029","Chicoasén",6207019011,"Porcentaje de la población de 12 años y más soltera",30.820996,31.2100344318741
"119","07","Chiapas","030","Chicomuselo",6207019011,"Porcentaje de la población de 12 años y más soltera",32.103336,30.4749242927838
"120","07","Chiapas","031","Chilón",6207019011,"Porcentaje de la población de 12 años y más soltera",40.395565,38.2661910527866
"121","07","Chiapas","032","Escuintla",6207019011,"Porcentaje de la población de 12 años y más soltera",33.678667,31.935076802576
"122","07","Chiapas","033","Francisco León",6207019011,"Porcentaje de la población de 12 años y más soltera",42.109186,38.4498190820796
"123","07","Chiapas","034","Frontera Comalapa",6207019011,"Porcentaje de la población de 12 años y más soltera",31.631991,30.3935679190034
"124","07","Chiapas","035","Frontera Hidalgo",6207019011,"Porcentaje de la población de 12 años y más soltera",31.587838,30.039598489732
"125","07","Chiapas","036","La Grandeza",6207019011,"Porcentaje de la población de 12 años y más soltera",37.2,37.4358974358974
"126","07","Chiapas","037","Huehuetán",6207019011,"Porcentaje de la población de 12 años y más soltera",32.193423,30.4466858789625
"127","07","Chiapas","038","Huixtán",6207019011,"Porcentaje de la población de 12 años y más soltera",36.623705,36.638384839289
"128","07","Chiapas","039","Huitiupán",6207019011,"Porcentaje de la población de 12 años y más soltera",33.223844,32.2613735446479
"129","07","Chiapas","040","Huixtla",6207019011,"Porcentaje de la población de 12 años y más soltera",33.602407,30.5081867798666
"130","07","Chiapas","041","La Independencia",6207019011,"Porcentaje de la población de 12 años y más soltera",28.40971,27.8109738580868
"131","07","Chiapas","042","Ixhuatán",6207019011,"Porcentaje de la población de 12 años y más soltera",30.061892,29.7300674831292
"132","07","Chiapas","043","Ixtacomitán",6207019011,"Porcentaje de la población de 12 años y más soltera",35.220523,33.1610044313146
"133","07","Chiapas","044","Ixtapa",6207019011,"Porcentaje de la población de 12 años y más soltera",36.148223,34.2498589960519
"134","07","Chiapas","045","Ixtapangajoya",6207019011,"Porcentaje de la población de 12 años y más soltera",34.97334,31.6228351507377
"135","07","Chiapas","046","Jiquipilas",6207019011,"Porcentaje de la población de 12 años y más soltera",28.432597,28.6605435566283
"136","07","Chiapas","047","Jitotol",6207019011,"Porcentaje de la población de 12 años y más soltera",34.064878,33.0806815334503
"137","07","Chiapas","048","Juárez",6207019011,"Porcentaje de la población de 12 años y más soltera",29.853343,30.7921381774866
"138","07","Chiapas","049","Larráinzar",6207019011,"Porcentaje de la población de 12 años y más soltera",36.699474,37.2034507548526
"139","07","Chiapas","050","La Libertad",6207019011,"Porcentaje de la población de 12 años y más soltera",27.4244,27.0354406130268
"140","07","Chiapas","051","Mapastepec",6207019011,"Porcentaje de la población de 12 años y más soltera",30.46742,29.0562036055143
"141","07","Chiapas","052","Las Margaritas",6207019011,"Porcentaje de la población de 12 años y más soltera",33.594845,31.8331899225582
"142","07","Chiapas","053","Mazapa de Madero",6207019011,"Porcentaje de la población de 12 años y más soltera",34.775525,35.046891281695
"143","07","Chiapas","054","Mazatán",6207019011,"Porcentaje de la población de 12 años y más soltera",30.573046,28.2372444280715
"144","07","Chiapas","055","Metapa",6207019011,"Porcentaje de la población de 12 años y más soltera",30.771001,28.4455490284681
"145","07","Chiapas","056","Mitontic",6207019011,"Porcentaje de la población de 12 años y más soltera",31.179027,31.5183867141163
"146","07","Chiapas","057","Motozintla",6207019011,"Porcentaje de la población de 12 años y más soltera",36.159387,35.479734123257
"147","07","Chiapas","058","Nicolás Ruíz",6207019011,"Porcentaje de la población de 12 años y más soltera",29.748982,30.0371534724207
"148","07","Chiapas","059","Ocosingo",6207019011,"Porcentaje de la población de 12 años y más soltera",37.224706,35.6929392753976
"149","07","Chiapas","060","Ocotepec",6207019011,"Porcentaje de la población de 12 años y más soltera",38.349636,36.5330747683689
"150","07","Chiapas","061","Ocozocoautla de Espinosa",6207019011,"Porcentaje de la población de 12 años y más soltera",32.658002,31.915394305173
"151","07","Chiapas","062","Ostuacán",6207019011,"Porcentaje de la población de 12 años y más soltera",33.715925,30.9466746554823
"152","07","Chiapas","063","Osumacinta",6207019011,"Porcentaje de la población de 12 años y más soltera",32.791128,33.834837846874
"153","07","Chiapas","064","Oxchuc",6207019011,"Porcentaje de la población de 12 años y más soltera",37.603629,37.7610646685492
"154","07","Chiapas","065","Palenque",6207019011,"Porcentaje de la población de 12 años y más soltera",35.440112,33.2130782551332
"155","07","Chiapas","066","Pantelhó",6207019011,"Porcentaje de la población de 12 años y más soltera",37.263217,38.0398479788092
"156","07","Chiapas","067","Pantepec",6207019011,"Porcentaje de la población de 12 años y más soltera",35.246096,33.7662337662338
"157","07","Chiapas","068","Pichucalco",6207019011,"Porcentaje de la población de 12 años y más soltera",32.085003,32.791459420114
"158","07","Chiapas","069","Pijijiapan",6207019011,"Porcentaje de la población de 12 años y más soltera",28.077754,27.2352688389494
"159","07","Chiapas","070","El Porvenir",6207019011,"Porcentaje de la población de 12 años y más soltera",36.848648,37.5612535612536
"160","07","Chiapas","071","Villa Comaltitlán",6207019011,"Porcentaje de la población de 12 años y más soltera",31.737448,29.6547821165818
"161","07","Chiapas","072","Pueblo Nuevo Solistahuacán",6207019011,"Porcentaje de la población de 12 años y más soltera",35.818566,34.1668304185498
"162","07","Chiapas","073","Rayón",6207019011,"Porcentaje de la población de 12 años y más soltera",37.879012,36.8871297242084
"163","07","Chiapas","074","Reforma",6207019011,"Porcentaje de la población de 12 años y más soltera",31.033466,30.8601091918017
"164","07","Chiapas","075","Las Rosas",6207019011,"Porcentaje de la población de 12 años y más soltera",30.510189,29.8016605166052
"165","07","Chiapas","076","Sabanilla",6207019011,"Porcentaje de la población de 12 años y más soltera",34.123826,31.7286755656537
"166","07","Chiapas","077","Salto de Agua",6207019011,"Porcentaje de la población de 12 años y más soltera",37.481994,35.1916970355689
"167","07","Chiapas","078","San Cristóbal de las Casas",6207019011,"Porcentaje de la población de 12 años y más soltera",36.750889,36.6059868844956
"168","07","Chiapas","079","San Fernando",6207019011,"Porcentaje de la población de 12 años y más soltera",29.20647,29.4036104722599
"169","07","Chiapas","080","Siltepec",6207019011,"Porcentaje de la población de 12 años y más soltera",38.479051,35.3946652150245
"170","07","Chiapas","081","Simojovel",6207019011,"Porcentaje de la población de 12 años y más soltera",36.942177,35.6800957319505
"171","07","Chiapas","082","Sitalá",6207019011,"Porcentaje de la población de 12 años y más soltera",36.392684,36.6012436844151
"172","07","Chiapas","083","Socoltenango",6207019011,"Porcentaje de la población de 12 años y más soltera",28.229937,27.9384231329311
"173","07","Chiapas","084","Solosuchiapa",6207019011,"Porcentaje de la población de 12 años y más soltera",33.646486,33.4503670603256
"174","07","Chiapas","085","Soyaló",6207019011,"Porcentaje de la población de 12 años y más soltera",31.980084,29.6871088861076
"175","07","Chiapas","086","Suchiapa",6207019011,"Porcentaje de la población de 12 años y más soltera",30.646064,30.1806425125731
"176","07","Chiapas","087","Suchiate",6207019011,"Porcentaje de la población de 12 años y más soltera",32.598509,32.0176577512335
"177","07","Chiapas","088","Sunuapa",6207019011,"Porcentaje de la población de 12 años y más soltera",32.227488,30.6784660766962
"178","07","Chiapas","089","Tapachula",6207019011,"Porcentaje de la población de 12 años y más soltera",33.838774,34.6763266220389
"179","07","Chiapas","090","Tapalapa",6207019011,"Porcentaje de la población de 12 años y más soltera",33.841788,34.9878197320341
"180","07","Chiapas","091","Tapilula",6207019011,"Porcentaje de la población de 12 años y más soltera",32.305588,32.688341027404
"181","07","Chiapas","092","Tecpatán",6207019011,"Porcentaje de la población de 12 años y más soltera",33.383214,30.3175591531756
"182","07","Chiapas","093","Tenejapa",6207019011,"Porcentaje de la población de 12 años y más soltera",36.88043,36.7023447063624
"183","07","Chiapas","094","Teopisca",6207019011,"Porcentaje de la población de 12 años y más soltera",34.311604,34.0490447676076
"184","07","Chiapas","096","Tila",6207019011,"Porcentaje de la población de 12 años y más soltera",36.21381,34.4193687174874
"185","07","Chiapas","097","Tonalá",6207019011,"Porcentaje de la población de 12 años y más soltera",29.984761,29.1607337297931
"186","07","Chiapas","098","Totolapa",6207019011,"Porcentaje de la población de 12 años y más soltera",30.801367,28.9971346704871
"187","07","Chiapas","099","La Trinitaria",6207019011,"Porcentaje de la población de 12 años y más soltera",28.954625,27.6005903869601
"188","07","Chiapas","100","Tumbalá",6207019011,"Porcentaje de la población de 12 años y más soltera",39.294816,38.0160059557044
"189","07","Chiapas","101","Tuxtla Gutiérrez",6207019011,"Porcentaje de la población de 12 años y más soltera",36.321636,35.3341738665698
"190","07","Chiapas","102","Tuxtla Chico",6207019011,"Porcentaje de la población de 12 años y más soltera",33.002788,32.0899996844331
"191","07","Chiapas","103","Tuzantán",6207019011,"Porcentaje de la población de 12 años y más soltera",31.697254,31.7021651117761
"192","07","Chiapas","104","Tzimol",6207019011,"Porcentaje de la población de 12 años y más soltera",27.896886,26.4781491002571
"193","07","Chiapas","105","Unión Juárez",6207019011,"Porcentaje de la población de 12 años y más soltera",35.896994,34.0449711827259
"194","07","Chiapas","106","Venustiano Carranza",6207019011,"Porcentaje de la población de 12 años y más soltera",29.693728,29.3233228949876
"195","07","Chiapas","107","Villa Corzo",6207019011,"Porcentaje de la población de 12 años y más soltera",30.269249,29.4496606104947
"196","07","Chiapas","108","Villaflores",6207019011,"Porcentaje de la población de 12 años y más soltera",30.09865,29.0243960152386
"197","07","Chiapas","109","Yajalón",6207019011,"Porcentaje de la población de 12 años y más soltera",36.739325,36.2243492631869
"198","07","Chiapas","110","San Lucas",6207019011,"Porcentaje de la población de 12 años y más soltera",30.576587,27.7601936324707
"199","07","Chiapas","111","Zinacantán",6207019011,"Porcentaje de la población de 12 años y más soltera",40.406842,40.366715437537
"200","07","Chiapas","112","San Juan Cancuc",6207019011,"Porcentaje de la población de 12 años y más soltera",39.139486,39.6577566824881
"201","07","Chiapas","113","Aldama",6207019011,"Porcentaje de la población de 12 años y más soltera",37.220722,38.8858144253828
"202","07","Chiapas","114","Benemérito de las Américas",6207019011,"Porcentaje de la población de 12 años y más soltera",34.011503,31.5150027612444
"203","07","Chiapas","115","Maravilla Tenejapa",6207019011,"Porcentaje de la población de 12 años y más soltera",34.888017,34.4091460946985
"204","07","Chiapas","116","Marqués de Comillas",6207019011,"Porcentaje de la población de 12 años y más soltera",35.204604,33.0098183049317
"205","07","Chiapas","117","Montecristo de Guerrero",6207019011,"Porcentaje de la población de 12 años y más soltera",35.038646,33.0003386386725
"206","07","Chiapas","118","San Andrés Duraznal",6207019011,"Porcentaje de la población de 12 años y más soltera",29.130304,29.4604767879548
"207","07","Chiapas","119","Santiago el Pinar",6207019011,"Porcentaje de la población de 12 años y más soltera",38.152267,39.1934467548834
"208","07","Chiapas","120","Capitán Luis Ángel Vidal",6207019011,"Porcentaje de la población de 12 años y más soltera",NA,39.4618834080717
"209","07","Chiapas","121","Rincón Chamula San Pedro",6207019011,"Porcentaje de la población de 12 años y más soltera",NA,37.4825418994413
"210","07","Chiapas","122","El Parral",6207019011,"Porcentaje de la población de 12 años y más soltera",NA,28.2518296739854
"211","07","Chiapas","123","Emiliano Zapata",6207019011,"Porcentaje de la población de 12 años y más soltera",NA,29.225645295587
"212","07","Chiapas","124","Mezcalapa",6207019011,"Porcentaje de la población de 12 años y más soltera",NA,32.5704635453063
"213","07","Chiapas","125","Honduras de la Sierra",6207019011,"Porcentaje de la población de 12 años y más soltera",NA,35.4169166166767
"214","08","Chihuahua","0","Estatal",6207019011,"Porcentaje de la población de 12 años y más soltera",33.09693,34.052936728343
"215","08","Chihuahua","001","Ahumada",6207019011,"Porcentaje de la población de 12 años y más soltera",32.180371,32.6249653515661
"216","08","Chihuahua","002","Aldama",6207019011,"Porcentaje de la población de 12 años y más soltera",31.026341,31.0605693225353
"217","08","Chihuahua","003","Allende",6207019011,"Porcentaje de la población de 12 años y más soltera",32.309176,31.5306268828002
"218","08","Chihuahua","004","Aquiles Serdán",6207019011,"Porcentaje de la población de 12 años y más soltera",28.147399,30.0031367628607
"219","08","Chihuahua","005","Ascensión",6207019011,"Porcentaje de la población de 12 años y más soltera",30.231045,31.6100368556571
"220","08","Chihuahua","006","Bachíniva",6207019011,"Porcentaje de la población de 12 años y más soltera",22.424485,22.8686270361752
"221","08","Chihuahua","007","Balleza",6207019011,"Porcentaje de la población de 12 años y más soltera",32.790258,31.951871657754
"222","08","Chihuahua","008","Batopilas",6207019011,"Porcentaje de la población de 12 años y más soltera",28.318584,26.5982328482329
"223","08","Chihuahua","009","Bocoyna",6207019011,"Porcentaje de la población de 12 años y más soltera",29.450642,30.5842307906925
"224","08","Chihuahua","010","Buenaventura",6207019011,"Porcentaje de la población de 12 años y más soltera",NA,29.8482032218092
"225","08","Chihuahua","011","Camargo",6207019011,"Porcentaje de la población de 12 años y más soltera",31.668051,32.2197625276716
"226","08","Chihuahua","012","Carichí",6207019011,"Porcentaje de la población de 12 años y más soltera",NA,31.3708999158957
"227","08","Chihuahua","013","Casas Grandes",6207019011,"Porcentaje de la población de 12 años y más soltera",30.813365,29.3843485800997
"228","08","Chihuahua","014","Coronado",6207019011,"Porcentaje de la población de 12 años y más soltera",29.778555,26.2675626145388
"229","08","Chihuahua","015","Coyame del Sotol",6207019011,"Porcentaje de la población de 12 años y más soltera",25.091174,26.5989847715736
"230","08","Chihuahua","016","La Cruz",6207019011,"Porcentaje de la población de 12 años y más soltera",30.480235,30.5084745762712
"231","08","Chihuahua","017","Cuauhtémoc",6207019011,"Porcentaje de la población de 12 años y más soltera",31.938591,32.56696131746
